stdg_Cd,bjd_Nm,acid_Fachs1_Area,acid_Fachs2_Area,acid_Fachs3_Area,acid_Fachs4_Area,acid_Fachs5_Area,acid_Fachs6_Area,acid_Fruit1_Area,acid_Fruit2_Area,acid_Fruit3_Area,acid_Fruit4_Area,acid_Fruit5_Area,acid_Fruit6_Area,acid_Pfld1_Area,acid_Pfld2_Area,acid_Pfld3_Area,acid_Pfld4_Area,acid_Pfld5_Area,acid_Pfld6_Area,acid_Rfld1_Area,acid_Rfld2_Area,acid_Rfld3_Area,acid_Rfld4_Area,acid_Rfld5_Area,acid_Rfld6_Area
4477025330,충청남도 서천군 서천읍 화금리,-,-,-,-,-,-,1,1,1,2,1,3,0,2,4,2,2,3,0,4,89,99,49,11
4477025332,충청남도 서천군 서천읍 두왕리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,3,2,0,15,93,88,51,10
4477025333,충청남도 서천군 서천읍 남산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,1,1,0,3,20,35,88,15
4481040023,충청남도 예산군 오가면 신장리,0,0,0,1,0,0,0,0,0,4,22,116,6,7,6,10,5,7,0,3,9,12,8,4
4477025022,충청남도 서천군 장항읍 창선2리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,2,3,3,1
4415034029,충청남도 공주시 반포면 봉곡리,-,-,-,-,-,-,0,0,0,6,0,0,2,22,38,4,3,5,0,0,3,9,3,0
4415040031,충청남도 공주시 신풍면 선학리,-,-,-,-,-,-,5,197,31,2,0,0,0,2,2,2,1,2,0,0,2,4,1,0
4477025024,충청남도 서천군 장항읍 신창리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,13,8,3,2
4477025026,충청남도 서천군 장항읍 화천리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,1,1,2,2,13,86,67,76,53
4477025027,충청남도 서천군 장항읍 송림리,0,0,0,0,0,1,-,-,-,-,-,-,0,1,3,2,4,5,0,6,72,57,70,55
4477025029,충청남도 서천군 장항읍 옥산리,-,-,-,-,-,-,-,-,-,-,-,-,2,8,8,5,8,12,2,13,71,39,31,13
4477025030,충청남도 서천군 장항읍 원수리,-,-,-,-,-,-,-,-,-,-,-,-,1,5,5,4,5,8,2,11,32,37,38,11
4477025300,충청남도 서천군 서천읍,0,0,0,0,0,3,1,12,2,4,1,3,1,8,21,14,26,27,18,60,1113,1167,890,344
4477025321,충청남도 서천군 서천읍 군사리,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,0,1,2,3,0,83,91,29,6
4477025323,충청남도 서천군 서천읍 오석리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,2,3,0,6,48,42,19,1
4477032029,충청남도 서천군 화양면 대등리,-,-,-,-,-,-,0,0,0,0,1,1,0,1,0,0,0,1,0,1,23,41,49,13
4477032030,충청남도 서천군 화양면 활동리,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,0,1,0,0,6,21,59,24
4477032032,충청남도 서천군 화양면 기복리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,0,0,21,52,44,23
4477032034,충청남도 서천군 화양면 금당리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,2,0,4,81,117,121,36
4372036024,충청북도 보은군 수한면 소계리,-,-,-,-,-,-,-,-,-,-,-,-,0,7,3,5,6,3,0,0,0,6,4,5
4372036025,충청북도 보은군 수한면 거현리,-,-,-,-,-,-,0,0,0,0,1,3,23,6,3,8,6,12,0,0,3,23,18,1
4372036027,충청북도 보은군 수한면 오정리,-,-,-,-,-,-,0,0,1,0,0,1,8,11,12,10,9,6,0,0,0,0,2,4
4372036028,충청북도 보은군 수한면 차정리,-,-,-,-,-,-,-,-,-,-,-,-,4,2,5,2,2,1,0,0,0,2,1,0
4372036030,충청북도 보은군 수한면 성리,-,-,-,-,-,-,-,-,-,-,-,-,0,6,2,4,7,4,0,0,0,2,5,7
4372036031,충청북도 보은군 수한면 묘서리,-,-,-,-,-,-,0,1,0,0,0,2,5,11,4,3,9,12,0,0,13,15,9,1
4372025035,충청북도 보은군 보은읍 강신리,-,-,-,-,-,-,0,0,0,0,1,0,0,0,1,7,4,5,0,2,36,35,6,1
4372025036,충청북도 보은군 보은읍 성족리,-,-,-,-,-,-,0,1,1,1,1,2,0,5,7,14,10,7,0,1,6,7,4,2
4372025037,충청북도 보은군 보은읍 종곡리,-,-,-,-,-,-,0,0,0,0,1,0,0,2,2,11,6,6,0,2,18,11,3,0
4372025039,충청북도 보은군 보은읍 강산리,-,-,-,-,-,-,0,0,0,0,1,3,0,4,6,9,2,6,0,0,11,16,5,0
4372025041,충청북도 보은군 보은읍 신함리,-,-,-,-,-,-,0,0,0,0,1,1,1,3,8,3,17,11,0,0,25,14,6,0
4372036021,충청북도 보은군 수한면 병원리,-,-,-,-,-,-,1,0,0,0,0,2,0,4,4,3,4,2,0,1,7,3,1,0
4315000000,충청북도 제천시,0,0,1,2,8,11,1,20,11,19,36,110,137,420,529,539,750,1459,5,16,234,605,586,705
4374032028,충청북도 영동군 황간면 용암리,-,-,-,-,-,-,0,0,0,0,1,8,1,2,3,3,5,27,0,2,39,30,7,3
4374032029,충청북도 영동군 황간면 금계리,-,-,-,-,-,-,0,0,0,1,2,2,0,3,6,7,3,13,0,3,20,25,12,5
4374032021,충청북도 영동군 황간면 남성리,-,-,-,-,-,-,0,0,0,1,1,6,0,2,3,4,5,26,0,0,2,1,0,0
4374031024,충청북도 영동군 용산면 신항리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,4,4,6,7,0,0,1,1,1,0
4374031026,충청북도 영동군 용산면 한석리,-,-,-,-,-,-,0,0,0,0,2,1,0,0,1,1,3,5,0,1,2,8,6,1
4374031027,충청북도 영동군 용산면 시금리,-,-,-,-,-,-,0,1,0,0,1,7,0,0,2,1,2,7,0,0,4,3,1,0
4374031029,충청북도 영동군 용산면 가곡리,-,-,-,-,-,-,0,0,0,0,0,2,0,1,1,2,3,3,0,0,2,6,7,3
4374031031,충청북도 영동군 용산면 천작리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,2,1,3,0,4,12,5,7,2
4374031032,충청북도 영동군 용산면 한곡리,-,-,-,-,-,-,0,13,1,1,13,2,1,6,6,4,3,6,0,1,2,2,2,0
4374031034,충청북도 영동군 용산면 미전리,-,-,-,-,-,-,0,0,0,0,1,0,2,4,3,3,3,5,0,8,9,8,2,1
2915511000,광주광역시 남구 행암동,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,-,-
2915511200,광주광역시 남구 송하동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0
2915511500,광주광역시 남구 봉선동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2914011600,광주광역시 서구 유촌동,0,0,0,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,6,7,0
2914011700,광주광역시 서구 덕흥동,0,0,1,2,0,1,-,-,-,-,-,-,-,-,-,-,-,-,2,3,18,26,24,14
2914011800,광주광역시 서구 쌍촌동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2914012000,광주광역시 서구 치평동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,0
4376035025,충청북도 괴산군 문광면 문법리,0,0,0,0,0,2,-,-,-,-,-,-,2,8,4,2,6,4,1,3,53,33,6,3
4376035026,충청북도 괴산군 문광면 신기리,-,-,-,-,-,-,0,0,1,1,2,7,5,10,7,5,7,6,0,1,6,22,9,5
4376035028,충청북도 괴산군 문광면 방성리,-,-,-,-,-,-,0,0,0,1,0,1,6,8,2,4,3,4,0,0,1,4,0,1
4376035030,충청북도 괴산군 문광면 옥성리,-,-,-,-,-,-,0,0,0,1,0,3,11,28,11,5,9,3,0,0,4,8,1,1
4376036000,충청북도 괴산군 청천면,3,7,13,13,21,37,1,7,6,6,5,24,57,359,359,210,143,132,4,20,408,213,73,51
4376036022,충청북도 괴산군 청천면 선평리,0,0,1,1,0,0,0,2,0,0,0,0,6,32,9,2,2,1,0,0,7,2,1,1
4376036023,충청북도 괴산군 청천면 후평리,0,0,0,1,1,4,-,-,-,-,-,-,2,24,17,4,5,3,0,0,10,15,5,1
4376036025,충청북도 괴산군 청천면 귀만리,0,0,1,1,1,0,-,-,-,-,-,-,2,5,18,5,2,2,0,1,23,16,3,2
4421033028,충청남도 서산시 팔봉면 어송리,0,0,0,0,0,1,-,-,-,-,-,-,8,10,12,19,24,42,1,15,71,119,53,27
4421033029,충청남도 서산시 팔봉면 진장리,-,-,-,-,-,-,0,0,0,0,3,8,5,10,26,34,44,62,0,1,4,44,79,48
4420040022,충청남도 아산시 도고면 봉농리,0,0,0,0,0,14,-,-,-,-,-,-,0,0,1,1,0,2,2,0,42,44,41,24
4420040023,충청남도 아산시 도고면 효자리,0,0,0,0,0,2,-,-,-,-,-,-,0,1,1,3,3,3,0,1,10,6,7,0
4420040024,충청남도 아산시 도고면 금산리,-,-,-,-,-,-,0,0,0,0,0,1,0,1,2,4,2,3,0,1,3,9,5,2
4421031026,충청남도 서산시 인지면 남정리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,4,11,22,18,0,1,5,12,20,6
4421031027,충청남도 서산시 인지면 화수리,-,-,-,-,-,-,0,0,2,1,0,0,7,8,8,24,29,58,0,0,1,10,17,9
4421031028,충청남도 서산시 인지면 차리,-,-,-,-,-,-,-,-,-,-,-,-,0,10,10,14,24,19,0,0,7,10,15,9
4421031029,충청남도 서산시 인지면 성리,0,0,0,0,0,1,-,-,-,-,-,-,4,6,8,24,30,26,0,0,1,7,12,14
4421031030,충청남도 서산시 인지면 풍전리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,4,3,4,3,0,0,3,10,8,5
4421032021,충청남도 서산시 부석면 가사리,0,0,0,0,1,0,0,0,1,0,1,4,2,9,23,25,48,63,0,22,119,141,140,210
4480039021,충청남도 홍성군 구항면 황곡리,-,-,-,-,-,-,-,-,-,-,-,-,2,6,10,13,12,2,1,0,1,6,11,3
4480039023,충청남도 홍성군 구항면 공리,0,0,0,0,1,2,-,-,-,-,-,-,1,2,4,6,9,8,1,1,10,12,11,3
4480039024,충청남도 홍성군 구항면 남산리,-,-,-,-,-,-,-,-,-,-,-,-,1,5,5,5,5,4,1,0,4,10,11,3
4480039026,충청남도 홍성군 구항면 태봉리,-,-,-,-,-,-,0,0,0,0,0,1,0,3,14,8,10,7,0,0,3,4,8,8
4480039027,충청남도 홍성군 구항면 내현리,-,-,-,-,-,-,-,-,-,-,-,-,11,12,9,13,12,11,1,0,1,12,30,10
4480039029,충청남도 홍성군 구항면 대정리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,8,7,7,1,0,3,7,4,3
4480039032,충청남도 홍성군 구항면 마온리,-,-,-,-,-,-,-,-,-,-,-,-,8,11,6,3,9,2,1,0,3,6,6,4
4481000000,충청남도 예산군,4,25,59,113,195,303,25,99,178,197,398,2434,280,583,643,669,816,994,14,220,1616,2639,2238,911
4481031032,충청남도 예산군 대술면 이티리,0,1,1,2,7,8,0,0,0,1,2,1,1,2,4,7,8,9,0,1,6,6,7,2
4480038032,충청남도 홍성군 갈산면 동성리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,5,14,10,1,3,1,7,14,13,4
4480038033,충청남도 홍성군 갈산면 취생리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,6,17,3,3,1,0,5,8,6,3
4182033000,경기도 가평군 상면,1,1,2,1,4,4,1,30,46,41,56,78,11,21,27,29,35,35,0,3,49,165,84,6
4182033022,경기도 가평군 상면 항사리,0,1,0,0,0,1,0,1,2,1,1,2,1,2,3,3,4,4,0,1,10,21,24,1
4182033024,경기도 가평군 상면 임초리,-,-,-,-,-,-,0,0,3,3,8,8,1,2,5,4,4,3,0,0,7,28,18,0
4182033025,경기도 가평군 상면 덕현리,-,-,-,-,-,-,0,0,1,2,1,0,2,2,2,1,1,1,0,0,0,11,5,1
4182033026,경기도 가평군 상면 태봉리,-,-,-,-,-,-,0,2,4,9,7,5,1,4,6,5,6,7,0,0,2,20,9,1
4182033028,경기도 가평군 상면 율길리,-,-,-,-,-,-,1,2,8,13,21,39,0,3,4,3,5,6,0,0,12,12,2,1
4182033029,경기도 가평군 상면 봉수리,0,0,1,0,0,0,0,2,6,9,11,15,0,1,0,2,3,4,0,0,1,6,0,0
2771033000,대구광역시 달성군 하빈면,-,-,-,-,-,-,-,-,-,-,-,-,1,7,16,25,43,145,2,3,13,15,26,45
2771033021,대구광역시 달성군 하빈면 하산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,14,0,0,0,0,7,7
2771033022,대구광역시 달성군 하빈면 묘리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,3,7,16,0,1,2,2,4,3
2771033024,대구광역시 달성군 하빈면 대평리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,1,7,0,0,1,2,3,6
2771033025,대구광역시 달성군 하빈면 무등리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,3,3,5,21,0,1,4,5,3,12
4137010100,경기도 오산시 오산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0
4137010200,경기도 오산시 부산동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,2,5,0,0,2,8,1,1
4143000000,경기도 의왕시,-,-,-,-,-,-,-,-,-,-,-,-,1,14,47,60,62,164,0,1,9,6,8,6
4143010200,경기도 의왕시 이동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,1,-,-,-,-,-,-
4143010300,경기도 의왕시 삼동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,3,5,0,0,1,0,0,0
4143010400,경기도 의왕시 왕곡동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,4,5,6,10,0,0,1,1,0,0
4143010600,경기도 의왕시 학의동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,12,12,13,56,-,-,-,-,-,-
4143010700,경기도 의왕시 내손동,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,3,-,-,-,-,-,-
4143011000,경기도 의왕시 월암동,-,-,-,-,-,-,-,-,-,-,-,-,0,2,10,13,14,28,0,0,3,2,3,3
4143011100,경기도 의왕시 초평동,-,-,-,-,-,-,-,-,-,-,-,-,1,9,16,22,18,35,0,0,3,3,5,3
4777035035,경상북도 영덕군 축산면 도곡리,0,0,12,7,3,1,0,0,0,1,2,3,2,5,3,2,5,7,0,1,9,19,33,34
4777035037,경상북도 영덕군 축산면 부곡리,0,3,2,0,0,0,-,-,-,-,-,-,1,6,3,8,7,3,1,1,7,4,6,4
4777035038,경상북도 영덕군 축산면 칠성리,0,1,3,0,0,0,0,0,0,0,2,1,4,6,4,8,7,7,0,1,4,7,7,3
4148036000,경기도 파주시 파평면,-,-,-,-,-,-,-,-,-,-,-,-,0,362,9,25,35,48,4,22,95,483,231,21
4148036022,경기도 파주시 파평면 두포리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,4,9,1,13,2,14,8,2
4148036023,경기도 파주시 파평면 마산리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,1,0,8,11,5,0
4148036026,경기도 파주시 파평면 금파리,-,-,-,-,-,-,-,-,-,-,-,-,0,359,0,4,7,13,0,0,14,93,53,4
2729000000,대구광역시 달서구,0,1,1,1,4,2,3,1,1,0,4,1,2,3,2,8,3,11,26,47,19,8,2,4
2729010600,대구광역시 달서구 갈산동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2714013300,대구광역시 동구 진인동,-,-,-,-,-,-,2,2,1,0,1,0,4,5,3,1,3,2,7,11,16,5,1,0
2714013400,대구광역시 동구 도학동,-,-,-,-,-,-,0,0,0,0,0,1,0,404,0,1,0,0,0,2,4,1,1,0
2714013700,대구광역시 동구 용수동,1,4,5,3,5,9,12,8,5,3,1,1,15,15,2,1,2,2,5,6,8,2,1,0
2714013800,대구광역시 동구 신무동,4,3,4,2,5,4,23,13,6,2,1,1,15,5,2,0,0,1,0,0,2,0,0,0
2714014000,대구광역시 동구 내동,0,1,2,2,3,7,1,2,1,1,2,2,5,5,3,2,2,2,1,2,3,2,1,0
2714014100,대구광역시 동구 신용동,-,-,-,-,-,-,24,15,7,4,3,2,5,7,3,1,3,1,0,0,2,2,0,0
2714014300,대구광역시 동구 송정동,0,0,0,0,0,1,8,5,5,3,3,3,3,6,4,3,2,4,0,0,1,1,0,0
3020010400,대전광역시 유성구 용계동,0,1,1,2,2,4,0,0,1,3,4,5,0,0,2,0,1,3,14,20,32,40,37,2
3020010500,대전광역시 유성구 학하동,0,0,0,1,0,3,0,0,1,2,1,4,0,0,1,2,2,1,0,36,45,46,18,3
3014012100,대전광역시 중구 구완동,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,3,1,0,1,1,3,4,1
3020010900,대전광역시 유성구 송정동,0,1,1,0,3,3,0,0,0,0,0,1,0,0,1,2,2,2,0,1,18,46,25,3
4790038000,경상북도 예천군 용궁면,0,3,11,16,34,101,0,1,1,1,4,26,0,1,9,38,62,62,58,9,48,74,98,159
4790038021,경상북도 예천군 용궁면 읍부리,0,0,0,0,3,2,-,-,-,-,-,-,0,0,0,1,1,7,5,1,2,3,3,3
4790038023,경상북도 예천군 용궁면 가야리,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,4,2,2,5,0,1,4,2,4
4790038024,경상북도 예천군 용궁면 무이리,0,0,2,4,6,12,0,0,0,0,1,3,0,0,2,5,4,2,6,0,1,1,6,5
4790038026,경상북도 예천군 용궁면 대은리,0,2,2,3,7,23,0,1,1,0,1,6,0,1,2,6,4,8,4,5,13,10,11,19
4157036031,경기도 김포시 하성면 전류리,0,0,0,0,2,1,0,1,0,0,0,1,1,2,3,2,2,9,0,2,6,6,5,4
4157036032,경기도 김포시 하성면 마근포리,1,0,2,2,2,13,0,0,0,0,3,1,0,1,1,3,2,3,0,18,32,12,6,4
4157035022,경기도 김포시 월곶면 고막리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,3,3,2,0,3,6,6,3,2
4155031022,경기도 안성시 보개면 기좌리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,2,0,4,2,21,19,19,10,6
4150034028,경기도 이천시 마장면 이치리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,3,1,1,2,0,2,6,8,3,1
4150034029,경기도 이천시 마장면 각평리,0,0,0,0,0,4,-,-,-,-,-,-,2,3,4,1,7,1,1,8,17,14,4,3
4150034031,경기도 이천시 마장면 이평리,0,1,1,1,2,3,-,-,-,-,-,-,4,6,5,1,8,4,1,3,6,4,2,0
4150034032,경기도 이천시 마장면 해월리,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,1,1,1,0,0,2,2,0,1
4150035000,경기도 이천시 대월면,4,1,1,4,9,28,3,5,13,12,49,115,141,140,107,141,135,132,20,35,117,142,104,65
4150035025,경기도 이천시 대월면 초지리,0,0,0,0,2,3,-,-,-,-,-,-,12,7,15,6,17,14,2,1,9,13,8,7
4790000000,경상북도 예천군,9,28,59,96,202,561,5,16,105,88,189,492,67,222,405,578,754,1229,726,55,633,1144,1317,1710
4790025000,경상북도 예천군 예천읍,2,5,7,8,12,24,1,3,9,5,9,45,15,45,92,97,130,195,69,4,79,144,160,159
4790025021,경상북도 예천군 예천읍 노하리,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4790025022,경상북도 예천군 예천읍 노상리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,0,0,-,-,-,-,-,-
4790025024,경상북도 예천군 예천읍 동본리,-,-,-,-,-,-,0,1,0,0,0,4,1,4,6,5,8,13,4,0,0,1,1,5
4790025026,경상북도 예천군 예천읍 서본리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,1,2,9,0,2,3,2,1
4790025027,경상북도 예천군 예천읍 대심리,-,-,-,-,-,-,0,0,0,1,1,0,0,2,4,2,6,6,7,0,3,4,6,4
4677035021,전라남도 고흥군 포두면 남성리,-,-,-,-,-,-,0,0,0,0,0,1,0,5,10,14,12,24,0,1,17,20,27,110
4677035023,전라남도 고흥군 포두면 차동리,-,-,-,-,-,-,0,0,1,0,0,2,18,7,34,6,19,13,0,4,25,41,37,121
4677035024,전라남도 고흥군 포두면 세동리,-,-,-,-,-,-,0,1,1,1,2,2,7,4,6,8,11,7,0,5,18,49,66,128
4677035026,전라남도 고흥군 포두면 상대리,0,0,1,2,8,4,1,3,1,1,7,0,1,4,7,6,6,4,1,5,32,57,38,95
4677035027,전라남도 고흥군 포두면 봉림리,-,-,-,-,-,-,0,0,2,1,0,1,2,6,8,8,8,5,2,3,15,30,20,10
4677034028,전라남도 고흥군 도화면 신호리,-,-,-,-,-,-,1,1,1,1,1,1,0,4,7,11,10,28,0,24,57,27,107,10
4678035000,전라남도 보성군 복내면,0,0,0,1,3,5,5,1,2,0,3,7,69,206,163,118,101,66,1,17,124,161,176,39
4678035021,전라남도 보성군 복내면 복내리,-,-,-,-,-,-,-,-,-,-,-,-,3,5,8,2,3,0,0,1,3,41,0,1
4678035023,전라남도 보성군 복내면 용동리,-,-,-,-,-,-,-,-,-,-,-,-,5,16,9,8,12,10,0,6,22,34,25,8
4678035024,전라남도 보성군 복내면 진봉리,-,-,-,-,-,-,0,0,0,0,1,2,12,20,12,11,9,8,0,1,13,3,1,1
4678035026,전라남도 보성군 복내면 일봉리,-,-,-,-,-,-,-,-,-,-,-,-,0,17,5,2,9,3,1,0,5,6,11,6
4678035027,전라남도 보성군 복내면 시천리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,11,8,6,0,0,0,4,5,80,0
4677044021,전라남도 고흥군 영남면 양사리,-,-,-,-,-,-,1,0,0,0,1,0,0,1,1,2,5,4,4,15,19,6,5,7
4677044022,전라남도 고흥군 영남면 금사리,-,-,-,-,-,-,0,0,1,0,0,2,0,0,1,0,5,1,4,6,11,8,9,8
4677044023,전라남도 고흥군 영남면 남열리,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,4,4,7,0,3,6,2,1,2
4677045000,전라남도 고흥군 동일면,-,-,-,-,-,-,2,1,1,1,1,4,0,0,1,7,19,21,0,3,4,5,9,8
4677045021,전라남도 고흥군 동일면 봉영리,-,-,-,-,-,-,1,0,1,0,0,2,0,0,1,3,5,6,0,1,1,1,2,4
4678034026,전라남도 보성군 율어면 고죽리,0,0,0,0,0,1,0,0,4,4,5,7,0,7,11,10,6,10,0,7,14,24,21,8
4785037033,경상북도 칠곡군 기산면 각산리,0,7,1,16,3,63,2,1,3,0,0,2,0,0,0,0,1,0,0,0,2,2,0,3
4785037034,경상북도 칠곡군 기산면 노석리,0,0,1,1,3,10,-,-,-,-,-,-,0,0,0,0,0,1,0,0,2,3,8,4
4711331023,경상북도 포항시북구 신광면 우각리,-,-,-,-,-,-,0,1,0,1,5,4,2,7,6,11,11,9,0,0,13,12,8,3
4711331025,경상북도 포항시북구 신광면 상읍리,0,0,0,0,1,1,0,0,0,1,0,2,2,7,4,6,10,5,1,6,18,17,6,2
4711331026,경상북도 포항시북구 신광면 토성리,-,-,-,-,-,-,0,0,0,0,3,6,1,2,3,2,1,4,0,5,10,8,3,2
4711331028,경상북도 포항시북구 신광면 안덕리,-,-,-,-,-,-,0,0,2,2,7,8,3,5,6,6,103,4,1,10,19,8,6,3
4711331029,경상북도 포항시북구 신광면 만석리,0,0,0,0,2,1,0,0,1,0,2,1,2,5,4,5,3,3,0,11,27,9,1,0
4711331031,경상북도 포항시북구 신광면 기일리,-,-,-,-,-,-,-,-,-,-,-,-,1,4,1,3,0,1,0,1,1,1,1,0
4711335024,경상북도 포항시북구 죽장면 입암리,0,0,0,0,0,2,0,1,0,2,4,6,0,1,1,11,1,2,0,1,4,1,0,0
4711335025,경상북도 포항시북구 죽장면 일광리,-,-,-,-,-,-,0,2,2,4,4,13,0,0,0,2,1,0,-,-,-,-,-,-
4711335027,경상북도 포항시북구 죽장면 정자리,-,-,-,-,-,-,0,1,2,6,16,10,0,0,0,1,0,1,0,0,1,1,0,0
4711335029,경상북도 포항시북구 죽장면 상사리,-,-,-,-,-,-,0,2,3,8,15,10,0,2,2,2,7,4,0,0,0,1,0,0
4711335030,경상북도 포항시북구 죽장면 하사리,-,-,-,-,-,-,1,3,2,3,3,12,0,1,2,2,2,4,0,0,1,0,0,0
4680025043,전라남도 장흥군 장흥읍 축내리,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,4,3,2,0,0,3,4,2,0
4680025044,전라남도 장흥군 장흥읍 관덕리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,0,0,0,3,7,2,0
4680025045,전라남도 장흥군 장흥읍 원도리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,7,3,9,3,0,0,0,2,1,1
4680025047,전라남도 장흥군 장흥읍 연산리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,5,3,5,1,0,1,1,7,9,1
4680025300,전라남도 장흥군 관산읍,0,2,3,7,14,33,0,1,6,2,5,3,15,86,160,198,228,213,11,82,390,710,832,567
4680025322,전라남도 장흥군 관산읍 성산리,0,0,0,0,3,6,-,-,-,-,-,-,0,4,13,9,10,15,1,6,10,19,16,3
2729010900,대구광역시 달서구 장동,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2729011000,대구광역시 달서구 장기동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2729011400,대구광역시 달서구 본리동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2729011600,대구광역시 달서구 도원동,-,-,-,-,-,-,0,1,0,0,0,0,1,1,1,1,0,0,1,12,5,1,0,0
2729011700,대구광역시 달서구 진천동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2726011000,대구광역시 수성구 파동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4689036022,전라남도 완도군 소안면 이월리,-,-,-,-,-,-,1,1,1,1,1,1,15,17,16,9,1,0,0,0,0,0,0,1
4689036023,전라남도 완도군 소안면 가학리,-,-,-,-,-,-,-,-,-,-,-,-,3,7,9,7,1,0,-,-,-,-,-,-
4689036024,전라남도 완도군 소안면 맹선리,-,-,-,-,-,-,-,-,-,-,-,-,0,4,5,10,1,1,-,-,-,-,-,-
4689036026,전라남도 완도군 소안면 미라리,-,-,-,-,-,-,1,0,0,0,2,1,17,12,8,4,7,0,0,0,0,1,1,0
4689037000,전라남도 완도군 금당면,-,-,-,-,-,-,-,-,-,-,-,-,4,10,22,34,43,33,0,1,12,14,35,222
4689037021,전라남도 완도군 금당면 차우리,-,-,-,-,-,-,-,-,-,-,-,-,0,3,9,9,22,10,0,1,4,6,16,126
4689037022,전라남도 완도군 금당면 육산리,-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,20,18,21,0,1,8,8,19,96
4689037023,전라남도 완도군 금당면 가학리,-,-,-,-,-,-,-,-,-,-,-,-,4,5,8,5,3,2,-,-,-,-,-,-
4150011300,경기도 이천시 대포동,0,0,2,0,1,6,0,1,0,1,0,0,1,1,3,3,2,6,3,2,8,6,6,4
4150011500,경기도 이천시 장록동,0,0,0,0,0,2,-,-,-,-,-,-,0,1,1,1,2,5,1,4,3,10,13,4
