bjd_Nm,stdg_Cd,vldpha_Fachs1_Area,vldpha_Fachs2_Area,vldpha_Fachs3_Area,vldpha_Fachs4_Area,vldpha_Fachs5_Area,vldpha_Fachs6_Area,vldpha_Fruit1_Area,vldpha_Fruit2_Area,vldpha_Fruit3_Area,vldpha_Fruit4_Area,vldpha_Fruit5_Area,vldpha_Fruit6_Area,vldpha_Pfld1_Area,vldpha_Pfld2_Area,vldpha_Pfld3_Area,vldpha_Pfld4_Area,vldpha_Pfld5_Area,vldpha_Pfld6_Area,vldpha_Rfld1_Area,vldpha_Rfld2_Area,vldpha_Rfld3_Area,vldpha_Rfld4_Area,vldpha_Rfld5_Area,vldpha_Rfld6_Area
경상북도 의성군 가음면 현리리,4773036034,-,-,-,-,-,-,1,3,2,5,6,24,0,0,1,1,0,44,0,1,1,0,0,4
경상북도 의성군 옥산면 구성리,4773033031,-,-,-,-,-,-,3,4,7,8,16,191,0,0,0,0,0,30,0,0,0,0,1,0
경상북도 의성군 옥산면 정자리,4773033032,-,-,-,-,-,-,1,1,1,1,3,124,0,0,1,1,0,13,1,0,0,0,0,0
경상남도 의령군 부림면 대곡리,4872039027,0,0,0,0,0,1,-,-,-,-,-,-,0,1,2,1,4,43,0,19,2,1,12,1
경상남도 의령군 부림면 익구리,4872039029,-,-,-,-,-,-,0,0,0,0,0,1,0,3,5,1,4,21,-,-,-,-,-,-
경상남도 의령군 부림면 감암리,4872039030,0,0,0,0,0,8,-,-,-,-,-,-,0,2,6,5,4,23,1,3,0,0,6,1
경상남도 의령군 부림면 묵방리,4872039032,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,3,14,-,-,-,-,-,-
경상남도 의령군 봉수면,4872040000,-,-,-,-,-,-,-,-,-,-,-,-,2,16,19,8,11,130,1,37,1,4,7,12
경상남도 의령군 봉수면 서암리,4872040022,-,-,-,-,-,-,-,-,-,-,-,-,0,1,7,1,1,18,0,4,0,1,5,8
경상남도 의령군 봉수면 죽전리,4872040024,-,-,-,-,-,-,-,-,-,-,-,-,1,0,2,3,0,36,0,1,0,0,0,0
경상남도 의령군 봉수면 삼가리,4872040025,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,1,1,12,0,6,0,1,1,4
경상남도 의령군 봉수면 천락리,4872040027,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,1,4,14,0,6,0,0,0,0
경상남도 함안군 가야읍 광정리,4873025023,0,0,0,0,0,1,-,-,-,-,-,-,1,1,4,3,6,13,30,4,2,15,3,2
경상남도 함안군 가야읍 도항리,4873025024,0,0,0,1,0,7,-,-,-,-,-,-,-,-,-,-,-,-,29,0,0,0,1,9
경상북도 청송군 안덕면 명당리,4775035033,-,-,-,-,-,-,0,1,2,1,2,28,0,1,1,1,2,11,1,2,3,1,3,0
경상북도 청송군 안덕면 감은리,4775035034,-,-,-,-,-,-,2,2,1,4,0,60,0,0,0,0,0,11,2,4,3,2,0,1
경상북도 청송군 안덕면 장전리,4775035035,-,-,-,-,-,-,1,2,2,1,2,54,0,0,0,2,0,11,8,5,4,1,1,0
경상북도 청송군 안덕면 신성리,4775035037,-,-,-,-,-,-,1,6,4,4,3,25,0,1,1,1,1,15,0,5,2,2,0,0
경상북도 안동시 일직면 광연리,4717035025,-,-,-,-,-,-,1,0,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,2
경상북도 예천군 용문면 선리,4790031052,0,0,0,0,0,2,1,0,0,0,1,2,8,3,5,4,5,24,5,7,6,2,0,3
경상북도 예천군 용문면 능천리,4790031053,0,1,0,0,0,0,-,-,-,-,-,-,0,1,1,1,1,12,10,6,6,3,1,3
경상북도 예천군 용문면 대제리,4790031055,0,0,0,0,1,3,-,-,-,-,-,-,1,1,0,0,1,12,2,2,2,2,0,1
경상북도 예천군 용문면 하학리,4790031056,0,2,3,2,1,5,-,-,-,-,-,-,4,1,2,1,2,11,3,5,4,2,0,0
경상북도 청송군 부남면 감연리,4775032030,-,-,-,-,-,-,5,3,1,3,4,70,0,1,6,12,4,79,8,3,8,0,0,0
경상북도 의성군 안계면 봉양리,4773043035,-,-,-,-,-,-,2,1,0,0,0,5,0,0,1,1,1,9,3,5,2,0,0,2
경상북도 의성군 안계면 양곡리,4773043037,-,-,-,-,-,-,49,46,3,2,3,19,1,0,0,0,0,1,11,3,1,0,0,0
경상북도 의성군 안계면 시안리,4773043038,-,-,-,-,-,-,2,6,1,1,2,28,0,0,0,0,1,0,14,5,5,3,0,3
경상북도 의성군 구천면 위성리,4773040031,0,0,0,0,0,2,2,3,7,4,6,46,1,2,5,5,2,41,85,34,16,6,3,10
경상북도 의성군 단북면 정안리,4773042030,-,-,-,-,-,-,5,1,3,2,0,6,0,2,3,2,3,9,67,20,6,5,5,3
경상북도 의성군 단북면 연제리,4773042031,-,-,-,-,-,-,0,0,2,0,0,2,0,3,3,2,2,13,53,11,6,0,4,5
경상남도 밀양시 무안면 중산리,4827038037,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,13,1,3,5,3,1,2
경상남도 밀양시 무안면 가례리,4827038039,0,0,0,0,0,3,-,-,-,-,-,-,0,0,0,0,0,10,0,8,11,6,4,3
경상남도 밀양시 무안면 고라리,4827038040,0,0,0,0,0,7,-,-,-,-,-,-,0,0,0,0,0,8,0,4,4,1,1,2
경상남도 밀양시 청도면 구기리,4827039021,0,1,0,0,1,7,-,-,-,-,-,-,0,0,0,0,0,25,3,13,9,7,3,6
경상남도 밀양시 청도면 소태리,4827039022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,8,0,4,3,5,4,4
경상남도 밀양시 청도면 조천리,4827039024,0,0,0,0,0,2,-,-,-,-,-,-,2,3,0,1,0,3,5,9,4,7,3,3
경상남도 밀양시 청도면 인산리,4827039025,0,0,0,0,0,5,0,0,4,3,0,5,1,1,0,1,2,11,2,5,11,7,2,2
경상남도 통영시 봉평동,4822011600,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,0,0,9,-,-,-,-,-,-
경상남도 통영시 도남동,4822011700,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,2,16,-,-,-,-,-,-
경상남도 통영시 산양읍,4822025000,0,0,0,0,0,3,-,-,-,-,-,-,2,8,19,39,42,190,54,61,35,24,19,24
경상남도 통영시 산양읍 신전리,4822025022,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,10,7,22,9,16,6,6,6,3
경상북도 의성군 비안면 옥연리,4773039037,-,-,-,-,-,-,6,7,0,1,1,66,1,2,0,3,1,42,4,6,8,2,0,0
경상북도 청송군 현동면 도평리,4775033028,-,-,-,-,-,-,1,2,2,4,3,64,0,0,0,3,2,39,1,2,2,0,0,0
경상북도 청송군 현동면 눌인리,4775033030,-,-,-,-,-,-,0,0,3,2,8,100,1,0,1,1,3,48,10,7,1,1,0,0
경상북도 청송군 안덕면 지소리,4775035040,-,-,-,-,-,-,3,3,2,4,7,76,0,0,1,0,0,16,4,3,1,0,0,0
경상북도 청송군 안덕면 복리,4775035042,-,-,-,-,-,-,2,2,3,1,3,49,0,1,0,2,3,19,9,6,5,1,0,0
경상북도 청송군 안덕면 성재리,4775035044,-,-,-,-,-,-,5,4,3,5,5,86,0,1,1,1,2,9,6,4,2,1,1,0
경상북도 청송군 파천면,4775036000,1,0,0,0,0,1,6,11,16,14,15,276,7,18,27,27,29,321,49,56,32,13,2,1
경상남도 함안군 칠북면 검단리,4873036025,-,-,-,-,-,-,0,1,0,0,0,4,3,2,3,3,8,31,7,2,1,1,1,4
경상남도 함안군 칠북면 가연리,4873036026,-,-,-,-,-,-,1,1,1,0,0,11,3,4,3,0,2,14,0,0,0,0,0,5
충청북도 음성군 삼성면 대사리,4377035023,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,0,1,9,0,4,5,4,1,0
충청북도 음성군 삼성면 용성리,4377035024,2,1,1,0,1,18,3,2,0,0,35,91,3,8,2,2,2,25,11,3,1,0,4,1
충청북도 음성군 삼성면 상곡리,4377035025,-,-,-,-,-,-,0,0,0,0,0,3,1,1,1,2,2,12,8,3,3,0,0,0
충청북도 음성군 삼성면 청용리,4377035026,0,0,0,0,1,5,4,0,0,0,0,23,2,8,4,6,2,36,13,6,0,1,0,0
충청북도 음성군 삼성면 선정리,4377035028,0,1,0,0,0,7,0,2,0,0,0,8,8,6,9,8,4,44,26,13,7,1,4,5
충청북도 음성군 삼성면 능산리,4377035030,0,0,2,2,5,2,0,0,0,0,0,1,6,3,3,2,2,17,9,8,5,2,0,2
충청북도 음성군 삼성면 용대리,4377035031,-,-,-,-,-,-,1,1,0,3,1,14,1,2,2,0,3,14,13,11,1,1,0,0
경상북도 의성군 구천면 내산리,4773040037,-,-,-,-,-,-,4,8,6,9,10,58,1,3,3,3,2,28,7,17,11,5,3,3
경상북도 의성군 구천면 유산리,4773040038,-,-,-,-,-,-,2,2,3,3,2,17,3,7,2,1,0,16,18,16,4,2,1,1
경상북도 의성군 구천면 청산리,4773040040,-,-,-,-,-,-,22,2,3,2,5,23,0,1,0,1,1,32,3,1,0,0,0,0
경상북도 의성군 단밀면,4773041000,2,0,0,1,0,10,8,15,7,14,10,91,23,3,5,4,4,22,292,210,110,38,17,26
경상북도 의성군 안계면 위양리,4773043032,-,-,-,-,-,-,1,0,0,1,0,2,0,1,0,1,1,6,15,24,27,12,2,0
경상북도 의성군 안계면 안정리,4773043034,-,-,-,-,-,-,1,0,0,0,0,0,0,0,0,1,0,10,5,3,3,1,0,2
경상남도 밀양시 무안면 운정리,4827038030,0,0,0,0,0,6,-,-,-,-,-,-,0,0,1,2,1,2,3,3,1,0,0,0
경상남도 밀양시 무안면 마흘리,4827038031,0,0,0,0,0,4,-,-,-,-,-,-,1,0,2,2,3,7,5,12,13,4,2,2
경상남도 밀양시 무안면 정곡리,4827038032,0,0,0,0,0,6,-,-,-,-,-,-,1,0,0,0,0,5,4,10,7,3,0,2
경상남도 밀양시 무안면 성덕리,4827038034,-,-,-,-,-,-,-,-,-,-,-,-,0,3,2,1,1,14,1,8,16,7,1,2
경상남도 밀양시 무안면 덕암리,4827038036,0,0,0,0,0,5,15,0,0,0,0,7,0,3,1,0,0,5,0,3,7,5,2,0
경상북도 의성군 신평면 용봉리,4773045033,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,0,1,1,-,-,-,-,-,-
경상북도 의성군 다인면 삼분리,4773044048,1,0,0,0,0,3,4,1,0,3,0,5,0,3,1,3,2,20,20,6,3,3,2,2
경상남도 의령군,4872000000,5,3,8,6,7,120,21,21,5,21,4,25,248,162,190,222,237,2384,150,648,322,222,284,579
경상남도 의령군 의령읍,4872025000,1,0,0,1,1,28,2,0,1,1,1,7,16,4,5,8,10,228,9,51,19,24,13,53
경상남도 합천군 봉산면 송림리,4889031027,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,0,4,0,0,1,0,0,1
경상남도 합천군 봉산면 계산리,4889031028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,17,1,1,3,2,4,4
경상남도 합천군 봉산면 양지리,4889031030,-,-,-,-,-,-,-,-,-,-,-,-,0,0,2,0,0,12,0,1,2,1,1,1
경상남도 합천군 봉산면 노곡리,4889031031,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,1,1,9,0,1,2,1,1,2
경상남도 합천군 합천읍,4889025000,0,0,1,0,0,12,0,0,1,1,0,19,25,29,24,19,17,49,11,16,31,26,8,23
경상남도 창녕군 고암면 감리,4874031028,0,0,0,1,1,8,-,-,-,-,-,-,0,0,0,1,0,3,0,8,35,1,1,2
경상남도 창녕군 성산면 냉천리,4874032021,-,-,-,-,-,-,0,0,0,0,0,1,0,0,3,1,4,15,0,2,4,3,0,1
경상남도 창녕군 성산면 대견리,4874032023,0,0,0,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,0,1,49,16,2,2
경상남도 창녕군 성산면 대산리,4874032025,-,-,-,-,-,-,0,0,0,1,1,0,2,2,3,5,6,7,20,62,60,76,8,30
경상남도 창녕군 성산면 연당리,4874032026,-,-,-,-,-,-,0,0,1,0,0,1,0,0,1,1,4,25,23,84,110,99,23,86
경상남도 창녕군 성산면 방리,4874032028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,1,9,0,2,4,1,0,1
경상남도 창녕군 성산면 가복리,4874032029,-,-,-,-,-,-,12,2,4,7,2,21,0,0,1,2,1,6,1,1,11,1,1,1
경상남도 창녕군 대합면 십이리,4874033021,-,-,-,-,-,-,-,-,-,-,-,-,4,1,5,4,0,13,1,4,10,2,0,0
경상남도 창녕군 대합면 장기리,4874033023,-,-,-,-,-,-,0,0,0,1,0,4,0,3,5,4,2,18,1,2,5,1,1,0
경상남도 함안군 산인면 내인리,4873038025,0,0,0,0,0,1,-,-,-,-,-,-,0,1,1,1,1,26,34,3,1,1,10,2
경상북도 상주시 흥각동,4725011700,1,0,0,0,0,24,1,1,1,3,1,10,1,1,1,0,0,17,4,2,0,1,0,0
경상북도 상주시 인평동,4725011900,0,0,1,0,0,18,0,0,0,0,0,4,0,1,1,0,0,11,4,7,9,3,0,1
경상북도 상주시 서곡동,4725012000,0,0,0,0,0,17,1,0,0,0,0,1,3,2,2,1,1,13,4,3,2,3,2,1
경상북도 상주시 외답동,4725012200,0,0,0,0,0,7,0,0,0,0,1,3,15,0,0,0,1,4,4,8,4,2,0,0
경상북도 상주시 헌신동,4725012300,0,0,0,0,0,4,1,1,0,1,2,14,1,0,1,0,1,6,14,40,34,14,5,5
경상북도 상주시 도남동,4725012500,0,0,0,0,0,2,12,2,1,2,0,11,17,0,0,0,0,3,7,5,1,1,0,1
경상북도 상주시 낙상동,4725012600,0,0,0,0,0,3,0,1,0,1,1,7,0,1,0,0,0,3,40,36,13,7,0,3
경상북도 경산시 남산면 경리,4729035022,-,-,-,-,-,-,1,1,0,2,2,40,5,5,12,9,3,42,0,2,4,1,0,0
경상북도 경산시 용성면 곡란리,4729034026,-,-,-,-,-,-,1,2,2,1,0,11,0,1,0,0,0,4,3,5,1,2,0,1
경상북도 경산시 용성면 용산리,4729034027,-,-,-,-,-,-,0,1,0,2,0,7,0,0,0,0,0,2,-,-,-,-,-,-
경상북도 경산시 용성면 내촌리,4729034029,0,0,0,0,0,1,1,0,1,0,0,11,0,0,0,0,0,2,-,-,-,-,-,-
경상남도 함안군 산인면,4873038000,0,0,0,0,0,1,-,-,-,-,-,-,3,9,14,12,17,217,126,13,15,14,32,101
경상남도 함안군 산인면 입곡리,4873038021,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,3,47,61,2,4,3,4,20
경상남도 함안군 대산면 구혜리,4873034027,0,0,0,1,0,20,-,-,-,-,-,-,0,0,0,0,0,1,2,1,1,1,2,7
경상북도 영양군 영양읍,4776025000,14,0,0,0,0,3,23,28,10,7,11,150,90,87,101,106,105,1014,157,117,91,56,29,59
경상북도 예천군 감천면 천향리,4790034039,0,0,0,1,0,1,0,1,1,0,0,3,1,1,1,0,1,15,1,7,5,5,1,2
경상북도 예천군 보문면 수계리,4790035044,0,0,0,0,0,2,-,-,-,-,-,-,2,0,1,1,0,25,4,12,1,0,1,0
경상북도 예천군 보문면 작곡리,4790035045,-,-,-,-,-,-,0,0,0,0,0,1,0,0,1,0,1,19,1,4,1,2,0,0
경상북도 의성군 금성면 청로리,4773037048,-,-,-,-,-,-,0,1,0,0,1,14,0,0,0,0,0,2,0,0,0,0,1,1
서울특별시 종로구 종로2가,1111013800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울특별시 종로구 가회동,1111014600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상북도 의성군 비안면 산제리,4773039044,0,0,0,0,1,1,-,-,-,-,-,-,2,2,3,1,1,14,10,10,3,1,1,2
경상북도 의성군 비안면 쌍계리,4773039046,0,0,0,0,0,1,0,1,1,1,1,30,0,4,7,2,1,17,1,4,4,2,1,4
경상북도 의성군 비안면 도암리,4773039047,0,0,0,0,0,1,23,4,7,2,6,24,0,1,0,3,3,15,0,2,1,0,0,0
경상남도 거제시 장승포동,4831010200,-,-,-,-,-,-,-,-,-,-,-,-,0,2,31,0,0,0,-,-,-,-,-,-
경상남도 거제시 두모동,4831010300,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,0,1,0,-,-,-,-,-,-
경상남도 거제시 아양동,4831010400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경상남도 거제시 아주동,4831010500,-,-,-,-,-,-,-,-,-,-,-,-,0,5,9,1,1,1,0,1,2,1,0,1
경상남도 거제시 동부면,4831032000,2,0,0,0,0,2,1,0,0,0,0,4,4,1,1,1,0,6,75,48,28,24,14,24
경상남도 밀양시 청도면 요고리,4827039027,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,8,0,1,4,5,2,1
경상남도 거제시 거제면 옥산리,4831034025,0,0,0,0,0,27,0,1,0,0,0,2,18,8,1,6,0,17,11,9,8,6,4,13
경상남도 거제시 거제면 서정리,4831034026,1,1,2,1,2,52,0,0,1,0,0,3,0,0,0,0,0,6,8,6,6,1966,2,8
경상남도 거제시 거제면 남동리,4831034028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,2,14,1,0,0,0,0
경상남도 거제시 거제면 오수리,4831034030,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,0,0,3,31,9,9,6,2,4
경상남도 거제시 거제면 명진리,4831034031,0,0,0,0,0,4,-,-,-,-,-,-,0,0,1,0,0,2,14,6,3,3,2,2
경상남도 거제시 둔덕면,4831035000,0,0,0,0,0,8,0,0,0,0,0,2,2,8,48,100,14,15,56,52,47,35,15,19
충청북도 괴산군 청천면 삼송리,4376036051,0,0,0,0,1,11,0,0,0,0,0,3,0,3,3,3,8,76,8,13,17,11,6,11
충청북도 괴산군 청안면,4376037000,0,1,1,3,1,29,1,13,13,1,2,6,40,49,42,59,61,495,116,196,117,73,25,39
충청북도 괴산군 청안면 금신리,4376037022,0,0,0,0,0,1,-,-,-,-,-,-,1,2,6,6,4,32,16,18,16,7,2,3
충청북도 괴산군 청안면 효근리,4376037024,-,-,-,-,-,-,-,-,-,-,-,-,1,2,4,2,3,54,17,18,22,4,2,2
충청북도 괴산군 청안면 조천리,4376037025,0,0,0,0,0,7,0,1,1,0,0,1,2,4,5,10,6,53,25,39,14,8,4,10
충청북도 괴산군 청안면 문당리,4376037027,0,0,1,1,0,2,-,-,-,-,-,-,3,12,3,6,12,33,4,18,7,5,1,1
충청북도 괴산군 청안면 백봉리,4376037029,0,0,0,0,0,7,0,0,0,0,0,3,1,1,1,1,1,49,3,13,4,3,1,2
충청북도 괴산군 청천면 대티리,4376036044,-,-,-,-,-,-,1,0,0,0,0,0,12,6,2,5,3,15,6,4,4,1,0,0
충청북도 음성군 생극면,4377036000,6,3,5,13,3,29,4,4,32,9,4,33,26,28,41,21,19,182,128,89,54,23,13,12
충청북도 음성군 생극면 병암리,4377036022,2,1,2,2,1,2,-,-,-,-,-,-,6,1,2,1,2,25,16,12,4,3,0,3
충청북도 음성군 생극면 도신리,4377036023,-,-,-,-,-,-,-,-,-,-,-,-,0,1,1,0,1,5,3,2,0,0,2,0
경상북도 예천군 감천면 마촌리,4790034050,-,-,-,-,-,-,0,0,0,0,0,1,1,0,0,0,1,12,4,4,3,1,0,0
경기도 수원시권선구,4111300000,2,3,5,4,3,56,0,0,0,3,0,8,10,4,6,2,4,23,150,386,266,106,34,39
경상남도 의령군 지정면 태부리,4872037026,-,-,-,-,-,-,0,0,0,0,0,1,0,0,2,7,5,18,0,1,0,0,0,0
경상남도 의령군 지정면 백야리,4872037028,-,-,-,-,-,-,1,0,0,0,0,0,5,1,1,1,1,10,1,1,1,1,1,5
경상남도 의령군 지정면 성당리,4872037029,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,33,1,0,0,0,0,0
경상남도 의령군 낙서면,4872038000,0,0,3,0,0,5,2,0,0,0,0,1,1,19,18,30,16,174,2,17,1,2,5,53
경상남도 의령군 낙서면 율산리,4872038022,-,-,-,-,-,-,-,-,-,-,-,-,0,5,3,8,0,16,1,3,0,0,1,5
경상남도 의령군 낙서면 정곡리,4872038023,-,-,-,-,-,-,-,-,-,-,-,-,0,5,6,8,7,59,0,5,1,0,0,17
경상남도 의령군 낙서면 내제리,4872038025,-,-,-,-,-,-,-,-,-,-,-,-,0,0,3,4,0,17,0,1,0,0,0,0
경상남도 의령군 낙서면 아근리,4872038026,0,0,3,0,0,3,-,-,-,-,-,-,1,3,0,2,3,31,0,1,0,0,2,0
경상남도 의령군 부림면 신반리,4872039021,0,0,0,0,0,1,-,-,-,-,-,-,0,0,2,1,1,16,0,0,0,0,1,0
경상남도 의령군 정곡면 중교리,4872036021,-,-,-,-,-,-,-,-,-,-,-,-,0,5,6,5,11,31,5,33,18,9,23,13
경상남도 의령군 정곡면 석곡리,4872036023,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,2,0,18,0,10,10,4,5,8
경상남도 창녕군 대합면 퇴산리,4874033027,-,-,-,-,-,-,0,0,1,0,0,1,1,3,7,5,9,33,0,1,84,18,1,1
경상남도 창녕군 대합면 평지리,4874033029,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0,0,1,2,1,3,66,46,1,0
경상남도 창녕군 대합면 도개리,4874033030,-,-,-,-,-,-,0,0,0,0,0,2,1,1,4,5,6,27,1,1,4,1,1,1
경상남도 창녕군 대합면 목단리,4874033032,0,0,0,0,0,11,0,0,1,0,0,1,0,0,2,8,6,18,1,2,8,2,1,1
경상남도 창녕군 대합면 대곡리,4874033034,0,0,0,0,1,0,-,-,-,-,-,-,0,1,1,6,3,10,0,2,4,1,0,0
경상남도 창녕군 대합면 대동리,4874033035,-,-,-,-,-,-,-,-,-,-,-,-,0,3,8,5,4,15,1,4,48,38,1,1
경상남도 창녕군 이방면,4874034000,0,0,2,2,6,19,19,17,14,11,10,168,61,33,40,46,55,340,5,75,138,276,10,5
경상남도 창녕군 이방면 안리,4874034021,0,0,1,0,1,1,0,0,1,3,1,0,6,4,5,4,3,55,0,24,5,2,2,0
경상남도 창녕군 이방면 석리,4874034023,0,0,0,0,0,1,12,15,12,4,3,130,18,3,5,7,7,38,2,2,3,3,0,1
경상남도 창녕군 부곡면 청암리,4874042025,1,0,1,1,2,7,2,4,2,2,1,9,1,0,6,5,5,14,75,171,32,8,1,0
경상남도 창녕군 부곡면 학포리,4874042027,0,0,2,3,5,14,0,0,0,0,0,4,0,1,4,2,4,20,5,12,20,15,6,11
경상남도 창녕군 부곡면 구산리,4874042028,0,0,0,0,1,11,0,3,0,1,0,6,0,1,5,3,5,9,1,4,30,12,0,5
경상북도 경산시 남산면 안심리,4729035026,-,-,-,-,-,-,0,0,0,0,0,6,1,2,4,3,3,9,-,-,-,-,-,-
경상북도 경산시 남산면 흥정리,4729035027,-,-,-,-,-,-,1,0,1,1,2,17,1,1,4,3,4,17,0,1,1,0,0,0
경상북도 경산시 남산면 연하리,4729035029,-,-,-,-,-,-,1,0,0,1,0,13,1,0,3,5,3,15,-,-,-,-,-,-
경상북도 경산시 남산면 사월리,4729035031,-,-,-,-,-,-,1,3,4,2,3,65,1,6,10,8,7,27,0,3,2,1,1,0
경상북도 경산시 남산면 송내리,4729035032,-,-,-,-,-,-,0,0,0,0,0,2,0,1,5,5,3,33,0,0,0,1,0,0
경상북도 영양군 수비면 송하리,4776034038,-,-,-,-,-,-,0,0,0,0,0,3,3,8,6,16,6,92,18,20,7,2,0,2
경상북도 영양군 입암면 신구리,4776031034,6,1,0,0,0,0,2,2,2,2,2,14,64,9,16,9,7,42,6,8,12,7,3,2
경상북도 영양군 입암면 양항리,4776031035,-,-,-,-,-,-,1,0,0,1,0,9,0,1,1,0,2,24,0,0,1,1,1,1
경상북도 영양군 입암면 연당리,4776031036,0,1,1,1,1,1,3,1,1,0,0,20,11,12,27,21,17,120,26,20,11,4,4,4
경상북도 영양군 입암면 교리,4776031037,-,-,-,-,-,-,3,0,0,1,0,3,10,8,4,3,4,35,1,2,3,2,1,1
경상북도 영양군 입암면 삼산리,4776031038,3,1,0,0,0,0,1,2,2,1,65,23,6,3,3,2,3,36,17,4,7,3,1,2
경상북도 예천군 유천면 고림리,4790037053,0,0,0,0,0,2,-,-,-,-,-,-,1,2,3,1,1,9,44,54,25,5,1,3
경상북도 예천군 유천면 송지리,4790037054,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,13,13,9,3,0,1,2
경상북도 의성군 다인면 양서리,4773044044,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,13,18,16,5,1,2,3
경상북도 의성군 다인면 용곡리,4773044045,-,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,2,11,6,12,7,1,0,0
경상북도 의성군 다인면 달제리,4773044047,0,1,0,0,0,1,2,0,1,1,3,21,0,1,2,1,0,14,34,10,4,1,1,2
경상북도 의성군 안평면 하령리,4773046045,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,5,-,-,-,-,-,-
경상북도 의성군 안평면 삼춘리,4773046046,-,-,-,-,-,-,1,0,0,0,0,0,0,0,1,1,1,13,-,-,-,-,-,-
경상북도 의성군 안사면 중하리,4773047021,-,-,-,-,-,-,0,0,1,1,0,1,0,0,0,0,0,1,10,10,8,5,3,2
경상북도 의성군 안사면 안사리,4773047022,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,0,0,1,2,4,3,4,3,9
경상남도 거제시 둔덕면 상둔리,4831035021,-,-,-,-,-,-,-,-,-,-,-,-,0,2,5,18,2,1,6,6,5,4,1,1
경상남도 거제시 둔덕면 거림리,4831035023,0,0,0,0,0,6,-,-,-,-,-,-,0,0,7,15,2,3,2,9,9,10,3,6
경상남도 거제시 둔덕면 산방리,4831035024,-,-,-,-,-,-,-,-,-,-,-,-,0,1,2,7,2,1,1,2,5,4,1,1
경상남도 거제시 둔덕면 하둔리,4831035026,0,0,0,0,0,1,-,-,-,-,-,-,0,0,0,8,0,2,26,14,5,2,1,3
경상남도 거제시 둔덕면 어구리,4831035027,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,0,1,-,-,-,-,-,-
경상남도 거제시 동부면 산촌리,4831032021,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,32,13,6,4,3,1
경상남도 거제시 동부면 산양리,4831032022,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,7,13,6,7,3,6
경상남도 거제시 동부면 부춘리,4831032024,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,12,8,4,3,1,2
경상남도 거제시 동부면 오송리,4831032025,-,-,-,-,-,-,0,0,0,0,0,1,2,1,0,0,0,2,9,6,3,5,3,3
경상남도 거제시 동부면 율포리,4831032027,2,0,0,0,0,0,-,-,-,-,-,-,1,0,0,0,0,1,2,4,3,3,2,2
경상남도 거제시 동부면 학동리,4831032028,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0,1,0,1
경상남도 거제시 남부면 탑포리,4831033021,-,-,-,-,-,-,-,-,-,-,-,-,0,1,8,5,0,2,8,9,4,2,4,6
충청북도 음성군 생극면 팔성리,4377036025,0,0,0,0,0,2,0,1,1,1,0,6,0,0,1,1,1,14,8,9,5,3,4,3
충청북도 음성군 생극면 임곡리,4377036027,2,0,0,0,0,0,0,0,1,0,0,5,3,2,2,2,2,14,9,8,3,1,0,0
충청북도 음성군 생극면 방축리,4377036028,0,1,2,7,1,13,2,2,30,7,4,12,1,6,1,1,1,8,16,6,8,0,2,0
